CAFA_Id,Uniprot_Id
T96060017551,THUM1_HUMAN
T96060017552,THUM2_HUMAN
T96060017553,THUM3_HUMAN
T96060017554,THY1_HUMAN
T96060017555,THYG_HUMAN
T96060017556,THYN1_HUMAN
T96060017557,TI17A_HUMAN
T96060017558,TI17B_HUMAN
T96060017559,TI23B_HUMAN
T96060017560,TIA1_HUMAN
T96060017561,TIAF1_HUMAN
T96060017562,TIAM1_HUMAN
T96060017563,TIAM2_HUMAN
T96060017564,TIAR_HUMAN
T96060017565,TICN1_HUMAN
T96060017566,TICN2_HUMAN
T96060017567,TICN3_HUMAN
T96060017568,TICRR_HUMAN
T96060017569,TIDC1_HUMAN
T96060017570,TIE1_HUMAN
T96060017571,TIE2_HUMAN
T96060017572,TIF1A_HUMAN
T96060017573,TIF1B_HUMAN
T96060017574,TIFAB_HUMAN
T96060017575,TIFA_HUMAN
T96060017576,TIG1_HUMAN
T96060017577,TIGAR_HUMAN
T96060017578,TIGD1_HUMAN
T96060017579,TIGD2_HUMAN
T96060017580,TIGD3_HUMAN
T96060017581,TIGD4_HUMAN
T96060017582,TIGD5_HUMAN
T96060017583,TIGD6_HUMAN
T96060017584,TIGD7_HUMAN
T96060017585,TIGIT_HUMAN
T96060017586,TIKI1_HUMAN
T96060017587,TIKI2_HUMAN
T96060017588,TILB_HUMAN
T96060017589,TIM10_HUMAN
T96060017590,TIM13_HUMAN
T96060017591,TIM14_HUMAN
T96060017592,TIM16_HUMAN
T96060017593,TIM21_HUMAN
T96060017594,TIM22_HUMAN
T96060017595,TIM23_HUMAN
T96060017596,TIM29_HUMAN
T96060017597,TIM44_HUMAN
T96060017598,TIM50_HUMAN
T96060017599,TIM8A_HUMAN
T96060017600,TIM8B_HUMAN
T96060017601,TIM9_HUMAN
T96060017602,TIMD4_HUMAN
T96060017603,TIMP1_HUMAN
T96060017604,TIMP2_HUMAN
T96060017605,TIMP3_HUMAN
T96060017606,TIMP4_HUMAN
T96060017607,TIM_HUMAN
T96060017608,TINAG_HUMAN
T96060017609,TINAL_HUMAN
T96060017610,TINF2_HUMAN
T96060017611,TIP39_HUMAN
T96060017612,TIPIN_HUMAN
T96060017613,TIPRL_HUMAN
T96060017614,TIP_HUMAN
T96060017615,TIRAP_HUMAN
T96060017616,TIRR_HUMAN
T96060017617,TISB_HUMAN
T96060017618,TISD_HUMAN
T96060017619,TISR_HUMAN
T96060017620,TITIN_HUMAN
T96060017621,TJA3_HUMAN
T96060017622,TJA42_HUMAN
T96060017623,TJAP1_HUMAN
T96060017624,TJB11_HUMAN
T96060017625,TJB12_HUMAN
T96060017626,TJB13_HUMAN
T96060017627,TJB14_HUMAN
T96060017628,TJB15_HUMAN
T96060017629,TJB16_HUMAN
T96060017630,TJB21_HUMAN
T96060017631,TJB22_HUMAN
T96060017632,TJB23_HUMAN
T96060017633,TJB24_HUMAN
T96060017634,TJB25_HUMAN
T96060017635,TJB26_HUMAN
T96060017636,TJB27_HUMAN
T96060017637,TKFC_HUMAN
T96060017638,TKN1_HUMAN
T96060017639,TKN4_HUMAN
T96060017640,TKNK_HUMAN
T96060017641,TKTL1_HUMAN
T96060017642,TKTL2_HUMAN
T96060017643,TKT_HUMAN
T96060017644,TLC3A_HUMAN
T96060017645,TLC3B_HUMAN
T96060017646,TLCD1_HUMAN
T96060017647,TLCD2_HUMAN
T96060017648,TLCD4_HUMAN
T96060017649,TLCD5_HUMAN
T96060017650,TLDC2_HUMAN
T96060017651,TLE1_HUMAN
T96060017652,TLE2_HUMAN
T96060017653,TLE3_HUMAN
T96060017654,TLE4_HUMAN
T96060017655,TLE5_HUMAN
T96060017656,TLE6_HUMAN
T96060017657,TLE7_HUMAN
T96060017658,TLK1_HUMAN
T96060017659,TLK2_HUMAN
T96060017660,TLL1_HUMAN
T96060017661,TLL2_HUMAN
T96060017662,TLN1_HUMAN
T96060017663,TLN2_HUMAN
T96060017664,TLR10_HUMAN
T96060017665,TLR1_HUMAN
T96060017666,TLR2_HUMAN
T96060017667,TLR3_HUMAN
T96060017668,TLR4_HUMAN
T96060017669,TLR5_HUMAN
T96060017670,TLR6_HUMAN
T96060017671,TLR7_HUMAN
T96060017672,TLR8_HUMAN
T96060017673,TLR9_HUMAN
T96060017674,TLRN1_HUMAN
T96060017675,TLS1_HUMAN
T96060017676,TLX1_HUMAN
T96060017677,TLX2_HUMAN
T96060017678,TLX3_HUMAN
T96060017679,TLXNB_HUMAN
T96060017680,TM100_HUMAN
T96060017681,TM101_HUMAN
T96060017682,TM102_HUMAN
T96060017683,TM104_HUMAN
T96060017684,TM105_HUMAN
T96060017685,TM107_HUMAN
T96060017686,TM108_HUMAN
T96060017687,TM109_HUMAN
T96060017688,TM10A_HUMAN
T96060017689,TM10B_HUMAN
T96060017690,TM10C_HUMAN
T96060017691,TM114_HUMAN
T96060017692,TM115_HUMAN
T96060017693,TM116_HUMAN
T96060017694,TM117_HUMAN
T96060017695,TM119_HUMAN
T96060017696,TM11A_HUMAN
T96060017697,TM11B_HUMAN
T96060017698,TM11D_HUMAN
T96060017699,TM11E_HUMAN
T96060017700,TM11F_HUMAN
T96060017701,TM121_HUMAN
T96060017702,TM125_HUMAN
T96060017703,TM127_HUMAN
T96060017704,TM128_HUMAN
T96060017705,TM129_HUMAN
T96060017706,TM130_HUMAN
T96060017707,TM131_HUMAN
T96060017708,TM134_HUMAN
T96060017709,TM135_HUMAN
T96060017710,TM138_HUMAN
T96060017711,TM139_HUMAN
T96060017712,TM140_HUMAN
T96060017713,TM141_HUMAN
T96060017714,TM143_HUMAN
T96060017715,TM144_HUMAN
T96060017716,TM145_HUMAN
T96060017717,TM147_HUMAN
T96060017718,TM148_HUMAN
T96060017719,TM14A_HUMAN
T96060017720,TM14B_HUMAN
T96060017721,TM14C_HUMAN
T96060017722,TM14D_HUMAN
T96060017723,TM14E_HUMAN
T96060017724,TM154_HUMAN
T96060017725,TM155_HUMAN
T96060017726,TM156_HUMAN
T96060017727,TM158_HUMAN
T96060017728,TM159_HUMAN
T96060017729,TM160_HUMAN
T96060017730,TM163_HUMAN
T96060017731,TM164_HUMAN
T96060017732,TM165_HUMAN
T96060017733,TM168_HUMAN
T96060017734,TM169_HUMAN
T96060017735,TM171_HUMAN
T96060017736,TM174_HUMAN
T96060017737,TM175_HUMAN
T96060017738,TM177_HUMAN
T96060017739,TM181_HUMAN
T96060017740,TM182_HUMAN
T96060017741,TM186_HUMAN
T96060017742,TM187_HUMAN
T96060017743,TM189_HUMAN
T96060017744,TM190_HUMAN
T96060017745,TM192_HUMAN
T96060017746,TM196_HUMAN
T96060017747,TM198_HUMAN
T96060017748,TM199_HUMAN
T96060017749,TM1L1_HUMAN
T96060017750,TM1L2_HUMAN
T96060017751,TM201_HUMAN
T96060017752,TM202_HUMAN
T96060017753,TM203_HUMAN
T96060017754,TM204_HUMAN
T96060017755,TM205_HUMAN
T96060017756,TM207_HUMAN
T96060017757,TM208_HUMAN
T96060017758,TM209_HUMAN
T96060017759,TM210_HUMAN
T96060017760,TM211_HUMAN
T96060017761,TM212_HUMAN
T96060017762,TM213_HUMAN
T96060017763,TM214_HUMAN
T96060017764,TM215_HUMAN
T96060017765,TM216_HUMAN
T96060017766,TM217_HUMAN
T96060017767,TM218_HUMAN
T96060017768,TM219_HUMAN
T96060017769,TM220_HUMAN
T96060017770,TM221_HUMAN
T96060017771,TM222_HUMAN
T96060017772,TM223_HUMAN
T96060017773,TM225_HUMAN
T96060017774,TM230_HUMAN
T96060017775,TM231_HUMAN
T96060017776,TM232_HUMAN
T96060017777,TM233_HUMAN
T96060017778,TM234_HUMAN
T96060017779,TM235_HUMAN
T96060017780,TM236_HUMAN
T96060017781,TM237_HUMAN
T96060017782,TM238_HUMAN
T96060017783,TM239_HUMAN
T96060017784,TM240_HUMAN
T96060017785,TM241_HUMAN
T96060017786,TM242_HUMAN
T96060017787,TM243_HUMAN
T96060017788,TM244_HUMAN
T96060017789,TM245_HUMAN
T96060017790,TM246_HUMAN
T96060017791,TM247_HUMAN
T96060017792,TM248_HUMAN
T96060017793,TM249_HUMAN
T96060017794,TM250_HUMAN
T96060017795,TM251_HUMAN
T96060017796,TM252_HUMAN
T96060017797,TM253_HUMAN
T96060017798,TM254_HUMAN
T96060017799,TM256_HUMAN
T96060017800,TM258_HUMAN
T96060017801,TM260_HUMAN
T96060017802,TM262_HUMAN
T96060017803,TM263_HUMAN
T96060017804,TM265_HUMAN
T96060017805,TM266_HUMAN
T96060017806,TM267_HUMAN
T96060017807,TM268_HUMAN
T96060017808,TM269_HUMAN
T96060017809,TM270_HUMAN
T96060017810,TM271_HUMAN
T96060017811,TM272_HUMAN
T96060017812,TM273_HUMAN
T96060017813,TM275_HUMAN
T96060017814,TM2D1_HUMAN
T96060017815,TM2D2_HUMAN
T96060017816,TM2D3_HUMAN
T96060017817,TM35A_HUMAN
T96060017818,TM35B_HUMAN
T96060017819,TM38A_HUMAN
T96060017820,TM38B_HUMAN
T96060017821,TM39A_HUMAN
T96060017822,TM39B_HUMAN
T96060017823,TM40L_HUMAN
T96060017824,TM41A_HUMAN
T96060017825,TM41B_HUMAN
T96060017826,TM45A_HUMAN
T96060017827,TM45B_HUMAN
T96060017828,TM50A_HUMAN
T96060017829,TM50B_HUMAN
T96060017830,TM52B_HUMAN
T96060017831,TM59L_HUMAN
T96060017832,TM6S1_HUMAN
T96060017833,TM6S2_HUMAN
T96060017834,TM74B_HUMAN
T96060017835,TM7S3_HUMAN
T96060017836,TM86A_HUMAN
T96060017837,TM86B_HUMAN
T96060017838,TM87A_HUMAN
T96060017839,TM87B_HUMAN
T96060017840,TM88B_HUMAN
T96060017841,TM9S1_HUMAN
T96060017842,TM9S2_HUMAN
T96060017843,TM9S3_HUMAN
T96060017844,TM9S4_HUMAN
T96060017845,TMA16_HUMAN
T96060017846,TMA7_HUMAN
T96060017847,TMC1_HUMAN
T96060017848,TMC2_HUMAN
T96060017849,TMC3_HUMAN
T96060017850,TMC4_HUMAN
T96060017851,TMC5A_HUMAN
T96060017852,TMC5B_HUMAN
T96060017853,TMC5_HUMAN
T96060017854,TMC6_HUMAN
T96060017855,TMC7_HUMAN
T96060017856,TMC8_HUMAN
T96060017857,TMCC1_HUMAN
T96060017858,TMCC2_HUMAN
T96060017859,TMCC3_HUMAN
T96060017860,TMCO1_HUMAN
T96060017861,TMCO2_HUMAN
T96060017862,TMCO3_HUMAN
T96060017863,TMCO4_HUMAN
T96060017864,TMCO6_HUMAN
T96060017865,TMED1_HUMAN
T96060017866,TMED2_HUMAN
T96060017867,TMED3_HUMAN
T96060017868,TMED4_HUMAN
T96060017869,TMED5_HUMAN
T96060017870,TMED6_HUMAN
T96060017871,TMED7_HUMAN
T96060017872,TMED8_HUMAN
T96060017873,TMED9_HUMAN
T96060017874,TMEDA_HUMAN
T96060017875,TMEM9_HUMAN
T96060017876,TMF1_HUMAN
T96060017877,TMG1_HUMAN
T96060017878,TMG2_HUMAN
T96060017879,TMG3_HUMAN
T96060017880,TMG4_HUMAN
T96060017881,TMIE_HUMAN
T96060017882,TMIG1_HUMAN
T96060017883,TMIG2_HUMAN
T96060017884,TMIG3_HUMAN
T96060017885,TMLH_HUMAN
T96060017886,TMM11_HUMAN
T96060017887,TMM17_HUMAN
T96060017888,TMM18_HUMAN
T96060017889,TMM19_HUMAN
T96060017890,TMM25_HUMAN
T96060017891,TMM26_HUMAN
T96060017892,TMM31_HUMAN
T96060017893,TMM33_HUMAN
T96060017894,TMM40_HUMAN
T96060017895,TMM42_HUMAN
T96060017896,TMM43_HUMAN
T96060017897,TMM44_HUMAN
T96060017898,TMM47_HUMAN
T96060017899,TMM51_HUMAN
T96060017900,TMM52_HUMAN
T96060017901,TMM53_HUMAN
T96060017902,TMM54_HUMAN
T96060017903,TMM59_HUMAN
T96060017904,TMM60_HUMAN
T96060017905,TMM61_HUMAN
T96060017906,TMM62_HUMAN
T96060017907,TMM64_HUMAN
T96060017908,TMM65_HUMAN
T96060017909,TMM68_HUMAN
T96060017910,TMM69_HUMAN
T96060017911,TMM70_HUMAN
T96060017912,TMM71_HUMAN
T96060017913,TMM72_HUMAN
T96060017914,TMM74_HUMAN
T96060017915,TMM75_HUMAN
T96060017916,TMM78_HUMAN
T96060017917,TMM79_HUMAN
T96060017918,TMM80_HUMAN
T96060017919,TMM81_HUMAN
T96060017920,TMM82_HUMAN
T96060017921,TMM83_HUMAN
T96060017922,TMM88_HUMAN
T96060017923,TMM89_HUMAN
T96060017924,TMM8A_HUMAN
T96060017925,TMM8B_HUMAN
T96060017926,TMM91_HUMAN
T96060017927,TMM92_HUMAN
T96060017928,TMM94_HUMAN
T96060017929,TMM95_HUMAN
T96060017930,TMM98_HUMAN
T96060017931,TMM99_HUMAN
T96060017932,TMM9B_HUMAN
T96060017933,TMOD1_HUMAN
T96060017934,TMOD2_HUMAN
T96060017935,TMOD3_HUMAN
T96060017936,TMOD4_HUMAN
T96060017937,TMPPE_HUMAN
T96060017938,TMPS2_HUMAN
T96060017939,TMPS3_HUMAN
T96060017940,TMPS4_HUMAN
T96060017941,TMPS5_HUMAN
T96060017942,TMPS6_HUMAN
T96060017943,TMPS7_HUMAN
T96060017944,TMPS9_HUMAN
T96060017945,TMPSC_HUMAN
T96060017946,TMPSD_HUMAN
T96060017947,TMTC1_HUMAN
T96060017948,TMTC2_HUMAN
T96060017949,TMTC3_HUMAN
T96060017950,TMTC4_HUMAN
T96060017951,TMUB1_HUMAN
T96060017952,TMUB2_HUMAN
T96060017953,TMX1_HUMAN
T96060017954,TMX2_HUMAN
T96060017955,TMX3_HUMAN
T96060017956,TMX4_HUMAN
T96060017957,TN13B_HUMAN
T96060017958,TNAP2_HUMAN
T96060017959,TNAP3_HUMAN
T96060017960,TNC18_HUMAN
T96060017961,TNF10_HUMAN
T96060017962,TNF11_HUMAN
T96060017963,TNF12_HUMAN
T96060017964,TNF13_HUMAN
T96060017965,TNF14_HUMAN
T96060017966,TNF15_HUMAN
T96060017967,TNF18_HUMAN
T96060017968,TNF6B_HUMAN
T96060017969,TNFA_HUMAN
T96060017970,TNFB_HUMAN
T96060017971,TNFC_HUMAN
T96060017972,TNFL4_HUMAN
T96060017973,TNFL6_HUMAN
T96060017974,TNFL8_HUMAN
T96060017975,TNFL9_HUMAN
T96060017976,TNG2_HUMAN
T96060017977,TNG6_HUMAN
T96060017978,TNI3K_HUMAN
T96060017979,TNIK_HUMAN
T96060017980,TNIP1_HUMAN
T96060017981,TNIP2_HUMAN
T96060017982,TNIP3_HUMAN
T96060017983,TNK1_HUMAN
T96060017984,TNKS1_HUMAN
T96060017985,TNKS2_HUMAN
T96060017986,TNMD_HUMAN
T96060017987,TNNC1_HUMAN
T96060017988,TNNC2_HUMAN
T96060017989,TNNI1_HUMAN
T96060017990,TNNI2_HUMAN
T96060017991,TNNI3_HUMAN
T96060017992,TNNT1_HUMAN
T96060017993,TNNT2_HUMAN
T96060017994,TNNT3_HUMAN
T96060017995,TNPO1_HUMAN
T96060017996,TNPO2_HUMAN
T96060017997,TNPO3_HUMAN
T96060017998,TNR11_HUMAN
T96060017999,TNR12_HUMAN
T96060018000,TNR14_HUMAN
T96060018001,TNR16_HUMAN
T96060018002,TNR17_HUMAN
T96060018003,TNR18_HUMAN
T96060018004,TNR19_HUMAN
T96060018005,TNR1A_HUMAN
T96060018006,TNR1B_HUMAN
T96060018007,TNR21_HUMAN
T96060018008,TNR25_HUMAN
T96060018009,TNR27_HUMAN
T96060018010,TNR3_HUMAN
T96060018011,TNR4_HUMAN
T96060018012,TNR5_HUMAN
T96060018013,TNR6A_HUMAN
T96060018014,TNR6B_HUMAN
T96060018015,TNR6C_HUMAN
T96060018016,TNR6_HUMAN
T96060018017,TNR8_HUMAN
T96060018018,TNR9_HUMAN
T96060018019,TNS2_HUMAN
T96060018020,TNT_HUMAN
T96060018021,TO20L_HUMAN
T96060018022,TO6BL_HUMAN
T96060018023,TOB1_HUMAN
T96060018024,TOB2_HUMAN
T96060018025,TOE1_HUMAN
T96060018026,TOIP1_HUMAN
T96060018027,TOIP2_HUMAN
T96060018028,TOLIP_HUMAN
T96060018029,TOM1_HUMAN
T96060018030,TOM20_HUMAN
T96060018031,TOM22_HUMAN
T96060018032,TOM34_HUMAN
T96060018033,TOM40_HUMAN
T96060018034,TOM5_HUMAN
T96060018035,TOM6_HUMAN
T96060018036,TOM70_HUMAN
T96060018037,TOM7_HUMAN
T96060018038,TOMT_HUMAN
T96060018039,TONSL_HUMAN
T96060018040,TOP1M_HUMAN
T96060018041,TOP1_HUMAN
T96060018042,TOP2A_HUMAN
T96060018043,TOP2B_HUMAN
T96060018044,TOP3A_HUMAN
T96060018045,TOP3B_HUMAN
T96060018046,TOPB1_HUMAN
T96060018047,TOPK_HUMAN
T96060018048,TOPRS_HUMAN
T96060018049,TOPZ1_HUMAN
T96060018050,TOR1A_HUMAN
T96060018051,TOR1B_HUMAN
T96060018052,TOR2A_HUMAN
T96060018053,TOR2X_HUMAN
T96060018054,TOR3A_HUMAN
T96060018055,TOR4A_HUMAN
T96060018056,TOX2_HUMAN
T96060018057,TOX3_HUMAN
T96060018058,TOX4_HUMAN
T96060018059,TOX_HUMAN
T96060018060,TP4A1_HUMAN
T96060018061,TP4A2_HUMAN
T96060018062,TP4A3_HUMAN
T96060018063,TP4AP_HUMAN
T96060018064,TP53B_HUMAN
T96060018065,TP8L1_HUMAN
T96060018066,TP8L2_HUMAN
T96060018067,TP8L3_HUMAN
T96060018068,TPA_HUMAN
T96060018069,TPBGL_HUMAN
T96060018070,TPBG_HUMAN
T96060018071,TPC10_HUMAN
T96060018072,TPC11_HUMAN
T96060018073,TPC12_HUMAN
T96060018074,TPC13_HUMAN
T96060018075,TPC1_HUMAN
T96060018076,TPC2A_HUMAN
T96060018077,TPC2B_HUMAN
T96060018078,TPC2L_HUMAN
T96060018079,TPC2_HUMAN
T96060018080,TPC3L_HUMAN
T96060018081,TPC6A_HUMAN
T96060018082,TPC6B_HUMAN
T96060018083,TPC_HUMAN
T96060018084,TPD52_HUMAN
T96060018085,TPD53_HUMAN
T96060018086,TPD54_HUMAN
T96060018087,TPD55_HUMAN
T96060018088,TPGS1_HUMAN
T96060018089,TPGS2_HUMAN
T96060018090,TPH1_HUMAN
T96060018091,TPH2_HUMAN
T96060018092,TPIP1_HUMAN
T96060018093,TPIS_HUMAN
T96060018094,TPK1_HUMAN
T96060018095,TPM1_HUMAN
T96060018096,TPM2_HUMAN
T96060018097,TPM3_HUMAN
T96060018098,TPM4_HUMAN
T96060018099,TPMT_HUMAN
T96060018100,TPOR_HUMAN
T96060018101,TPO_HUMAN
T96060018102,TPP1_HUMAN
T96060018103,TPP2_HUMAN
T96060018104,TPPC1_HUMAN
T96060018105,TPPC3_HUMAN
T96060018106,TPPC4_HUMAN
T96060018107,TPPC5_HUMAN
T96060018108,TPPC8_HUMAN
T96060018109,TPPC9_HUMAN
T96060018110,TPPP2_HUMAN
T96060018111,TPPP3_HUMAN
T96060018112,TPPP_HUMAN
T96060018113,TPRA1_HUMAN
T96060018114,TPRG1_HUMAN
T96060018115,TPRGL_HUMAN
T96060018116,TPRKB_HUMAN
T96060018117,TPRN_HUMAN
T96060018118,TPRX1_HUMAN
T96060018119,TPRXL_HUMAN
T96060018120,TPR_HUMAN
T96060018121,TPSNR_HUMAN
T96060018122,TPSN_HUMAN
T96060018123,TPST1_HUMAN
T96060018124,TPST2_HUMAN
T96060018125,TPT1L_HUMAN
T96060018126,TPT2L_HUMAN
T96060018127,TPTE2_HUMAN
T96060018128,TPTE_HUMAN
T96060018129,TPX2_HUMAN
T96060018130,TR10A_HUMAN
T96060018131,TR10B_HUMAN
T96060018132,TR10C_HUMAN
T96060018133,TR10D_HUMAN
T96060018134,TR112_HUMAN
T96060018135,TR11B_HUMAN
T96060018136,TR13B_HUMAN
T96060018137,TR13C_HUMAN
T96060018138,TR150_HUMAN
T96060018139,TR16L_HUMAN
T96060018140,TR19L_HUMAN
T96060018141,TR1L1_HUMAN
T96060018142,TR3N_HUMAN
T96060018143,TR43B_HUMAN
T96060018144,TR49B_HUMAN
T96060018145,TR49C_HUMAN
T96060018146,TR49D_HUMAN
T96060018147,TR5OS_HUMAN
T96060018148,TR61B_HUMAN
T96060018149,TR64B_HUMAN
T96060018150,TR64C_HUMAN
T96060018151,TRA2A_HUMAN
T96060018152,TRA2B_HUMAN
T96060018153,TRABD_HUMAN
T96060018154,TRAC_HUMAN
T96060018155,TRAD1_HUMAN
T96060018156,TRADD_HUMAN
T96060018157,TRAF1_HUMAN
T96060018158,TRAF2_HUMAN
T96060018159,TRAF3_HUMAN
T96060018160,TRAF4_HUMAN
T96060018161,TRAF5_HUMAN
T96060018162,TRAF6_HUMAN
T96060018163,TRAF7_HUMAN
T96060018164,TRAIP_HUMAN
T96060018165,TRAK1_HUMAN
T96060018166,TRAK2_HUMAN
T96060018167,TRAM1_HUMAN
T96060018168,TRAM2_HUMAN
T96060018169,TRAP1_HUMAN
T96060018170,TRAR1_HUMAN
T96060018171,TRAT1_HUMAN
T96060018172,TRBC1_HUMAN
T96060018173,TRBC2_HUMAN
T96060018174,TRBM_HUMAN
T96060018175,TRBP2_HUMAN
T96060018176,TRBR1_HUMAN
T96060018177,TRC2L_HUMAN
T96060018178,TRDC_HUMAN
T96060018179,TRDD1_HUMAN
T96060018180,TRDJ1_HUMAN
T96060018181,TRDMT_HUMAN
T96060018182,TRDN_HUMAN
T96060018183,TRDV1_HUMAN
T96060018184,TRDV2_HUMAN
T96060018185,TRDV3_HUMAN
T96060018186,TREA_HUMAN
T96060018187,TREF1_HUMAN
T96060018188,TREM1_HUMAN
T96060018189,TREM2_HUMAN
T96060018190,TREX1_HUMAN
T96060018191,TREX2_HUMAN
T96060018192,TRFE_HUMAN
T96060018193,TRFL_HUMAN
T96060018194,TRFM_HUMAN
T96060018195,TRFR_HUMAN
T96060018196,TRGC1_HUMAN
T96060018197,TRGC2_HUMAN
T96060018198,TRGJ1_HUMAN
T96060018199,TRGV2_HUMAN
T96060018200,TRGV3_HUMAN
T96060018201,TRGV4_HUMAN
T96060018202,TRGV5_HUMAN
T96060018203,TRGV8_HUMAN
T96060018204,TRGV9_HUMAN
T96060018205,TRHDE_HUMAN
T96060018206,TRHY_HUMAN
T96060018207,TRH_HUMAN
T96060018208,TRI10_HUMAN
T96060018209,TRI11_HUMAN
T96060018210,TRI13_HUMAN
T96060018211,TRI14_HUMAN
T96060018212,TRI15_HUMAN
T96060018213,TRI16_HUMAN
T96060018214,TRI17_HUMAN
T96060018215,TRI18_HUMAN
T96060018216,TRI22_HUMAN
T96060018217,TRI23_HUMAN
T96060018218,TRI25_HUMAN
T96060018219,TRI26_HUMAN
T96060018220,TRI27_HUMAN
T96060018221,TRI29_HUMAN
T96060018222,TRI31_HUMAN
T96060018223,TRI32_HUMAN
T96060018224,TRI33_HUMAN
T96060018225,TRI34_HUMAN
T96060018226,TRI35_HUMAN
T96060018227,TRI36_HUMAN
T96060018228,TRI37_HUMAN
T96060018229,TRI38_HUMAN
T96060018230,TRI39_HUMAN
T96060018231,TRI40_HUMAN
T96060018232,TRI41_HUMAN
T96060018233,TRI42_HUMAN
T96060018234,TRI43_HUMAN
T96060018235,TRI44_HUMAN
T96060018236,TRI45_HUMAN
T96060018237,TRI46_HUMAN
T96060018238,TRI47_HUMAN
T96060018239,TRI48_HUMAN
T96060018240,TRI49_HUMAN
T96060018241,TRI50_HUMAN
T96060018242,TRI51_HUMAN
T96060018243,TRI52_HUMAN
T96060018244,TRI54_HUMAN
T96060018245,TRI55_HUMAN
T96060018246,TRI56_HUMAN
T96060018247,TRI58_HUMAN
T96060018248,TRI59_HUMAN
T96060018249,TRI60_HUMAN
T96060018250,TRI61_HUMAN
T96060018251,TRI62_HUMAN
T96060018252,TRI63_HUMAN
T96060018253,TRI64_HUMAN
T96060018254,TRI65_HUMAN
T96060018255,TRI66_HUMAN
T96060018256,TRI67_HUMAN
T96060018257,TRI68_HUMAN
T96060018258,TRI69_HUMAN
T96060018259,TRI72_HUMAN
T96060018260,TRI73_HUMAN
T96060018261,TRI74_HUMAN
T96060018262,TRI75_HUMAN
T96060018263,TRI77_HUMAN
T96060018264,TRIA1_HUMAN
T96060018265,TRIB1_HUMAN
T96060018266,TRIB2_HUMAN
T96060018267,TRIB3_HUMAN
T96060018268,TRIL_HUMAN
T96060018269,TRIM1_HUMAN
T96060018270,TRIM2_HUMAN
T96060018271,TRIM3_HUMAN
T96060018272,TRIM4_HUMAN
T96060018273,TRIM5_HUMAN
T96060018274,TRIM6_HUMAN
T96060018275,TRIM7_HUMAN
T96060018276,TRIM8_HUMAN
T96060018277,TRIM9_HUMAN
T96060018278,TRIML_HUMAN
T96060018279,TRIMM_HUMAN
T96060018280,TRIO_HUMAN
T96060018281,TRIP4_HUMAN
T96060018282,TRIP6_HUMAN
T96060018283,TRIPB_HUMAN
T96060018284,TRIPC_HUMAN
T96060018285,TRIQK_HUMAN
T96060018286,TRIR_HUMAN
T96060018287,TRM11_HUMAN
T96060018288,TRM13_HUMAN
T96060018289,TRM1L_HUMAN
T96060018290,TRM1_HUMAN
T96060018291,TRM2A_HUMAN
T96060018292,TRM2_HUMAN
T96060018293,TRM44_HUMAN
T96060018294,TRM5_HUMAN
T96060018295,TRM61_HUMAN
T96060018296,TRM6_HUMAN
T96060018297,TRM7_HUMAN
T96060018298,TRM9B_HUMAN
T96060018299,TRMB_HUMAN
T96060018300,TRML1_HUMAN
T96060018301,TRML2_HUMAN
T96060018302,TRML4_HUMAN
T96060018303,TRMO_HUMAN
T96060018304,TRNK1_HUMAN
T96060018305,TRNP1_HUMAN
T96060018306,TRNT1_HUMAN
T96060018307,TROAP_HUMAN
T96060018308,TROP_HUMAN
T96060018309,TRPA1_HUMAN
T96060018310,TRPC1_HUMAN
T96060018311,TRPC3_HUMAN
T96060018312,TRPC4_HUMAN
T96060018313,TRPC5_HUMAN
T96060018314,TRPC6_HUMAN
T96060018315,TRPC7_HUMAN
T96060018316,TRPM1_HUMAN
T96060018317,TRPM2_HUMAN
T96060018318,TRPM3_HUMAN
T96060018319,TRPM4_HUMAN
T96060018320,TRPM5_HUMAN
T96060018321,TRPM6_HUMAN
T96060018322,TRPM7_HUMAN
T96060018323,TRPM8_HUMAN
T96060018324,TRPS1_HUMAN
T96060018325,TRPT1_HUMAN
T96060018326,TRPV1_HUMAN
T96060018327,TRPV2_HUMAN
T96060018328,TRPV3_HUMAN
T96060018329,TRPV4_HUMAN
T96060018330,TRPV5_HUMAN
T96060018331,TRPV6_HUMAN
T96060018332,TRRAP_HUMAN
T96060018333,TRUA_HUMAN
T96060018334,TRUB1_HUMAN
T96060018335,TRUB2_HUMAN
T96060018336,TRXR1_HUMAN
T96060018337,TRXR2_HUMAN
T96060018338,TRXR3_HUMAN
T96060018339,TRY1_HUMAN
T96060018340,TRY2_HUMAN
T96060018341,TRY3_HUMAN
T96060018342,TRY6_HUMAN
T96060018343,TRYB1_HUMAN
T96060018344,TRYB2_HUMAN
T96060018345,TRYD_HUMAN
T96060018346,TRYG1_HUMAN
T96060018347,TS101_HUMAN
T96060018348,TS1R1_HUMAN
T96060018349,TS1R2_HUMAN
T96060018350,TS1R3_HUMAN
T96060018351,TSACC_HUMAN
T96060018352,TSAP1_HUMAN
T96060018353,TSAS2_HUMAN
T96060018354,TSBP1_HUMAN
T96060018355,TSC1_HUMAN
T96060018356,TSC2_HUMAN
T96060018357,TSCOT_HUMAN
T96060018358,TSEAR_HUMAN
T96060018359,TSG10_HUMAN
T96060018360,TSG13_HUMAN
T96060018361,TSG6_HUMAN
T96060018362,TSH1_HUMAN
T96060018363,TSH2_HUMAN
T96060018364,TSH3_HUMAN
